title,combine_feature
the croods,stone age daughter father nicolas cage emma stone ryan reynolds chris sanders adventure animation comedy2 0 1 336 . 8
asterix at the olympic games,competition greece colosseum clovis cornillac gérard depardieu franck dubosc thomas langmann fantasy adventure comedy2 0 0 815 . 0
windtalkers,japan world war ii radio transmission nicolas cage adam beach peter stormare john woo drama action history2 0 0 265 . 8
the huntsman: winter's war,witch magic fairy tale chris hemsworth charlize theron emily blunt cedric nicolas-troyan action adventure drama2 0 1 646 . 0
teenage mutant ninja turtles,martial arts terrorist hero megan fox will arnett william fichtner jonathan liebesman science fiction action adventure2 0 1 485 . 8
gravity,space mission loss space sandra bullock george clooney ed harris alfonso cuarón science fiction thriller drama2 0 1 397 . 3
dante's peak,helicopter small town mayor pierce brosnan linda hamilton jamie renée smith roger donaldson action adventure thriller1 9 9 725 . 7
teenage mutant ninja turtles: out of the shadows,brother brother relationship turtle sequel megan fox stephen amell will arnett dave green fantasy action adventure2 0 1 665 . 8
fantastic four,teleportation transformation telekinesis miles teller kate mara michael b. jordan josh trank action adventure science fiction2 0 1 584 . 4
night at the museum,museum skeleton night shift ben stiller jake cherry carla gugino shawn levy action adventure comedy2 0 0 61 06 . 3
san andreas,california earthquake catastrophe dwayne johnson alexandra daddario carla gugino brad peyton action drama thriller2 0 1 556 . 0
tomorrow never dies,london england england spy pierce brosnan jonathan pryce michelle yeoh roger spottiswoode adventure action thriller1 9 9 71 26 . 0
the patriot,rebel southern usa loss of son mel gibson heath ledger joely richardson roland emmerich drama history war2 0 0 066 . 8
ocean's twelve,sequel fabergé egg dutch eastindian company george clooney brad pitt catherine zeta-jones steven soderbergh thriller crime2 0 0 41 26 . 4
mr. & mrs. smith,bomb assassin secret identity angelina jolie brad pitt vince vaughn doug liman action comedy drama2 0 0 566 . 5
insurgent,based on novel revolution dystopia shailene woodley theo james kate winslet robert schwentke adventure science fiction thriller2 0 1 536 . 2
the aviator,ladykiller pilot biography leonardo dicaprio cate blanchett kate beckinsale martin scorsese drama2 0 0 41 27 . 0
gulliver's travels,journalist forbidden love princess jack black amanda peet emily blunt rob letterman comedy2 0 1 01 24 . 9
the green hornet,bomb martial arts assassin seth rogen jay chou christoph waltz michel gondry action crime comedy2 0 1 115 . 5
300: rise of an empire,based on graphic novel ancient greece duringcreditsstinger sullivan stapleton eva green lena headey noam murro action war2 0 1 436 . 1
the smurfs,moon magic based on comic book hank azaria neil patrick harris jayma mays raja gosnell animation family adventure2 0 1 175 . 5
home on the range,farm cow animal roseanne barr judi dench jennifer tilly will finn animation family2 0 0 445 . 7
allegiant,based on novel revolution dystopia shailene woodley theo james zoë kravitz robert schwentke adventure science fiction2 0 1 635 . 9
real steel,father son relationship fight sport hugh jackman dakota goyo evangeline lilly shawn levy action science fiction drama2 0 1 196 . 6
the smurfs 2,based on cartoon animation smurf hank azaria neil patrick harris brendan gleeson raja gosnell fantasy family comedy2 0 1 375 . 5
speed 2: cruise control,boat cruise computer sandra bullock jason patric willem dafoe jan de bont action adventure thriller1 9 9 764 . 1
ender's game,based on novel intolerance chosen one asa butterfield harrison ford hailee steinfeld gavin hood science fiction action adventure2 0 1 31 06 . 6
live free or die hard,usa washington d.c. helicopter bruce willis justin long timothy olyphant len wiseman action thriller2 0 0 766 . 4
the lord of the rings: the fellowship of the ring,elves dwarves orcs elijah wood ian mckellen cate blanchett peter jackson adventure fantasy action2 0 0 11 28 . 0
around the world in 80 days,paris london england new york jackie chan steve coogan cécile de france frank coraci action adventure comedy2 0 0 465 . 7
ali,usa transporter boxer will smith jamie foxx jon voight michael mann drama2 0 0 11 26 . 7
the cat in the hat,cat brother sister relationship boredom mike myers dakota fanning spencer breslin bo welch comedy fantasy family2 0 0 31 14 . 9
"i, robot",suicide artificial intelligence man vs machine will smith bridget moynahan alan tudyk alex proyas action science fiction2 0 0 476 . 7
kingdom of heaven,crusade epic knight orlando bloom eva green jeremy irons ridley scott drama action adventure2 0 0 556 . 6
stuart little,brother brother relationship based on novel cat michael j. fox geena davis hugh laurie rob minkoff animation fantasy family1 9 9 91 25 . 8
the princess and the frog,based on novel voodoo kiss anika noni rose bruno campos keith david ron clements romance family animation2 0 0 91 26 . 7
the martian,based on novel mars nasa matt damon jessica chastain kristen wiig ridley scott drama adventure science fiction2 0 1 597 . 6
the island,clone transplantation love of one's life ewan mcgregor scarlett johansson djimon hounsou michael bay action thriller science fiction2 0 0 576 . 5
town & country,architect cellist friends warren beatty diane keaton goldie hawn peter chelsom comedy romance2 0 0 143 . 7
gone in sixty seconds,brother brother relationship detective car race nicolas cage angelina jolie giovanni ribisi dominic sena action crime thriller2 0 0 066 . 1
gladiator,rome gladiator arena russell crowe joaquin phoenix connie nielsen ridley scott action drama adventure2 0 0 057 . 9
minority report,self-fulfilling prophecy washington d.c. evidence tom cruise colin farrell samantha morton steven spielberg action thriller science fiction2 0 0 267 . 1
harry potter and the chamber of secrets,flying car witch magic daniel radcliffe rupert grint emma watson chris columbus adventure fantasy family2 0 0 21 17 . 4
casino royale,italy poker casino daniel craig eva green mads mikkelsen martin campbell adventure action thriller2 0 0 61 17 . 3
planet of the apes,gorilla space marine space suit mark wahlberg tim roth helena bonham carter tim burton thriller science fiction action2 0 0 175 . 6
terminator 2: judgment day,cyborg shotgun post-apocalyptic arnold schwarzenegger linda hamilton robert patrick james cameron action thriller science fiction1 9 9 177 . 7
public enemies,cinema hiding place machinegun christian bale johnny depp giovanni ribisi michael mann history crime drama2 0 0 976 . 5
american gangster,underdog black people drug traffic denzel washington russell crowe chiwetel ejiofor ridley scott drama crime2 0 0 71 17 . 4
true lies,spy terrorist florida arnold schwarzenegger jamie lee curtis tom arnold james cameron action thriller1 9 9 476 . 8
the taking of pelham 1 2 3,hostage new york city new york subway denzel washington john travolta luis guzmán tony scott thriller drama crime2 0 0 966 . 2
little fockers,nurse cat father-in-law robert de niro ben stiller owen wilson paul weitz comedy romance2 0 1 01 25 . 4
the other guys,narration ceo fire truck will ferrell mark wahlberg eva mendes adam mckay action comedy crime2 0 1 086 . 1
eraser,suicide ambush showdown arnold schwarzenegger james caan vanessa williams chuck russell action drama mystery1 9 9 665 . 6
django unchained,bounty hunter hero plantation jamie foxx christoph waltz leonardo dicaprio quentin tarantino drama western2 0 1 21 27 . 8
the hunchback of notre dame,paris based on novel judge tom hulce demi moore tony jay gary trousdale drama animation family1 9 9 666 . 8
the emperor's new groove,central and south america birthday emperor david spade john goodman eartha kitt mark dindal adventure animation comedy2 0 0 01 27 . 2
the expendables 2,airplane number in title airplane crash sylvester stallone jason statham dolph lundgren simon west action adventure thriller2 0 1 286 . 1
national treasure,riddle treasure treasure hunt nicolas cage diane kruger justin bartha jon turteltaub adventure action thriller2 0 0 41 16 . 4
eragon,based on novel mythical creature dragon ed speleers jeremy irons sienna guillory stefen fangmeier fantasy action adventure2 0 0 61 24 . 9
where the wild things are,children's book igloo wolf costume max records catherine keener lauren ambrose spike jonze family fantasy2 0 0 91 06 . 4
epic,fantasy miniature people josh hutcherson amanda seyfried colin farrell chris wedge animation adventure family2 0 1 356 . 4
the tourist,paris hotel false identity johnny depp angelina jolie paul bettany florian henckel von donnersmarck action thriller romance2 0 1 01 26 . 0
end of days,christianity sex new year's eve arnold schwarzenegger gabriel byrne kevin pollak peter hyams action fantasy horror1 9 9 91 15 . 5
blood diamond,rebel journalist journalism leonardo dicaprio djimon hounsou jennifer connelly edward zwick drama thriller action2 0 0 61 27 . 3
the wolf of wall street,corruption sex sexuality leonardo dicaprio jonah hill margot robbie martin scorsese crime drama comedy2 0 1 31 27 . 9
batman forever,riddle dc comics rose val kilmer tommy lee jones jim carrey joel schumacher action crime fantasy1 9 9 555 . 2
starship troopers,moon asteroid space marine casper van dien dina meyer denise richards paul verhoeven adventure action thriller1 9 9 71 16 . 7
cloud atlas,clone future dystopia tom hanks halle berry jim broadbent tom tykwer drama science fiction2 0 1 21 06 . 6
legend of the guardians: the owls of ga'hoole,owl emily barclay abbie cornish essie davis zack snyder animation adventure family2 0 1 076 . 5
catwoman,white russian sex dc comics halle berry benjamin bratt sharon stone pitof action crime2 0 0 474 . 2
hercules,mercenary battle ancient greece dwayne johnson ian mcshane john hurt brett ratner action adventure2 0 1 475 . 6
treasure planet,cyborg based on novel space marine joseph gordon-levitt brian murray david hyde pierce ron clements adventure animation family2 0 0 21 17 . 2
land of the lost,alien life-form dinosaur primate will ferrell anna friel danny mcbride brad silberling adventure comedy science fiction2 0 0 965 . 3
the expendables 3,cia arms dealer sequel sylvester stallone jason statham harrison ford patrick hughes action adventure thriller2 0 1 486 . 1
point break,undercover undercover agent extreme sports edgar ramírez luke bracey teresa palmer ericson core action crime thriller2 0 1 51 25 . 5
son of the mask,baby mask viking jamie kennedy alan cumming traylor howard lawrence guterman fantasy comedy family2 0 0 523 . 6
in the heart of the sea,suicide ocean sea chris hemsworth benjamin walker cillian murphy ron howard thriller drama adventure2 0 1 51 16 . 5
the adventures of pluto nash,moon casino bar eddie murphy randy quaid rosario dawson ron underwood action comedy science fiction2 0 0 284 . 4
green zone,weapon of mass destruction baghdad iraqi  matt damon greg kinnear brendan gleeson paul greengrass war action adventure2 0 1 036 . 4
the peanuts movie,based on comic strip family 3d noah schnapp bill melendez venus schultheis steve martino animation2 0 1 51 16 . 5
the spanish prisoner,dialogue confidence invention steve martin campbell scott ben gazzara david mamet crime drama mystery1 9 9 797 . 1
